community_id,node_id
0,25
0,26
0,66
0,94
0,101
0,102
0,103
0,138
0,139
0,140
0,144
0,147
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,189
0,203
0,207
0,215
0,221
0,222
0,224
0,226
0,228
0,248
0,257
0,258
0,259
0,260
0,262
0,279
0,284
0,304
0,305
0,306
0,307
0,308
0,309
0,311
0,313
0,316
0,321
0,326
0,383
0,398
0,403
0,412
0,413
0,414
0,416
0,417
0,418
0,420
0,422
0,423
0,424
0,425
0,426
0,427
0,428
0,431
0,459
0,460
0,469
0,471
0,485
0,499
0,501
0,502
0,513
0,515
0,517
0,524
0,525
0,526
0,527
0,528
0,529
0,530
0,531
0,532
0,533
0,534
0,535
0,536
0,537
0,538
0,539
0,540
0,541
0,542
0,543
0,544
0,545
0,546
0,547
0,548
0,549
0,550
0,551
0,552
0,553
0,554
0,555
0,556
0,557
0,558
0,559
0,560
0,561
0,562
0,563
0,573
0,574
0,575
0,576
0,577
0,582
0,584
0,587
0,588
0,589
0,617
0,618
0,619
0,621
0,622
0,623
0,624
0,625
0,626
0,628
0,629
0,630
0,631
0,632
0,633
0,634
0,635
0,636
0,637
0,640
0,646
0,647
0,648
0,649
0,650
0,651
0,652
0,653
0,654
0,655
0,656
0,657
0,659
0,660
0,661
0,662
0,663
0,667
0,672
0,673
0,674
0,678
0,686
0,687
0,688
0,689
0,690
0,692
0,695
0,697
0,699
0,710
0,711
0,712
0,713
0,714
0,715
0,716
0,722
0,723
0,724
0,725
0,726
0,727
0,728
0,729
0,730
0,731
0,732
0,733
0,734
0,735
0,736
0,742
0,743
0,744
0,746
0,747
0,749
0,750
0,752
0,753
0,754
0,755
0,758
0,759
0,760
0,761
0,762
0,763
0,764
0,765
0,767
0,768
0,769
0,770
0,783
0,784
0,785
0,786
0,787
0,789
0,790
0,791
0,793
0,797
0,798
0,805
0,806
0,807
0,808
0,810
0,813
0,816
0,817
0,818
0,819
0,820
0,821
0,822
0,823
0,824
0,825
0,826
0,827
0,828
0,829
0,831
0,833
0,834
0,835
0,836
0,837
0,838
0,839
0,840
0,841
0,842
0,843
0,844
0,845
0,846
0,847
0,848
0,849
0,850
0,851
0,852
0,853
0,854
0,855
0,856
0,857
0,858
0,861
0,863
0,864
0,865
0,866
0,868
0,869
0,873
0,874
0,875
0,876
0,877
0,878
0,879
0,880
0,881
0,884
0,885
0,886
0,889
0,890
0,891
0,892
0,893
0,894
0,895
0,896
0,897
0,898
0,899
0,900
0,901
0,902
0,903
0,904
0,905
0,906
0,907
0,908
0,909
0,910
0,911
0,912
0,913
0,914
0,915
0,916
0,917
0,918
0,919
0,920
0,921
0,922
0,923
0,924
0,925
0,926
0,927
0,928
0,929
0,930
0,931
0,932
0,933
0,934
0,935
0,936
0,937
0,938
0,939
0,940
0,941
0,942
0,943
0,944
0,945
0,946
0,947
0,948
0,949
0,950
0,951
0,952
0,953
0,954
0,955
0,956
0,958
0,960
0,961
0,962
0,963
0,964
0,965
0,966
0,967
0,968
0,969
0,970
0,971
0,972
0,973
0,974
0,975
0,976
0,977
0,978
0,979
0,980
0,981
0,982
0,983
0,984
0,985
0,986
0,987
0,988
0,989
0,990
0,991
0,992
0,993
0,994
0,995
0,996
0,997
0,998
0,999
0,1000
0,1001
0,1002
0,1003
0,1004
0,1005
0,1006
0,1007
0,1008
0,1009
0,1010
0,1013
0,1014
0,1015
0,1016
0,1017
0,1018
0,1019
0,1020
0,1021
0,1022
0,1023
0,1024
0,1025
0,1026
0,1027
0,1028
0,1029
0,1030
0,1031
0,1032
0,1033
0,1034
0,1035
0,1036
0,1037
0,1038
0,1039
0,1040
0,1041
0,1042
0,1043
0,1044
0,1046
0,1047
0,1048
0,1049
0,1050
0,1051
0,1052
0,1053
0,1054
0,1055
0,1056
0,1057
0,1058
0,1059
0,1060
0,1061
0,1062
0,1063
0,1064
0,1065
0,1066
0,1067
0,1068
0,1069
0,1070
0,1071
0,1072
0,1074
0,1075
0,1076
0,1077
0,1078
0,1079
0,1080
0,1083
0,1084
0,1085
0,1086
0,1087
0,1088
0,1089
0,1090
0,1091
0,1092
0,1093
0,1094
0,1095
0,1096
0,1097
0,1098
0,1099
0,1100
0,1101
0,1102
0,1103
0,1104
0,1105
0,1106
0,1107
0,1108
0,1109
0,1110
0,1111
0,1112
0,1113
0,1114
0,1115
0,1116
0,1117
0,1118
0,1119
0,1120
0,1121
0,1122
0,1123
0,1124
0,1125
0,1126
0,1127
0,1128
0,1129
0,1130
0,1131
0,1132
0,1133
0,1134
0,1135
0,1136
0,1137
0,1138
0,1139
0,1140
0,1141
0,1142
0,1143
0,1144
0,1145
0,1146
0,1147
0,1148
0,1149
0,1150
0,1151
0,1152
0,1153
0,1154
0,1155
0,1156
0,1157
0,1158
0,1159
0,1160
0,1161
0,1162
0,1164
0,1165
0,1166
0,1168
0,1170
0,1171
0,1172
0,1173
0,1174
0,1175
0,1176
0,1177
0,1178
0,1179
0,1180
0,1181
0,1182
0,1183
0,1184
0,1185
0,1186
0,1187
0,1188
0,1189
0,1190
0,1191
0,1192
0,1193
0,1194
0,1195
0,1196
0,1197
0,1198
0,1200
0,1201
0,1202
0,1203
0,1204
0,1205
0,1206
0,1207
0,1208
0,1210
0,1212
0,1213
0,1214
0,1215
0,1216
0,1217
0,1218
0,1220
0,1221
0,1222
0,1223
1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,58
1,59
1,60
1,61
1,63
1,65
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,95
1,96
1,97
1,98
1,99
1,100
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,141
1,142
1,143
1,145
1,146
1,148
1,149
1,150
1,151
1,152
1,153
1,154
1,155
1,156
1,171
1,172
1,173
1,174
1,175
1,176
1,177
1,178
1,179
1,180
1,181
1,182
1,183
1,184
1,185
1,186
1,187
1,188
1,190
1,191
1,192
1,193
1,194
1,195
1,196
1,197
1,198
1,199
1,200
1,201
1,202
1,205
1,206
1,211
1,212
1,213
1,214
1,216
1,217
1,218
1,219
1,220
1,223
1,225
1,227
1,229
1,230
1,231
1,232
1,234
1,235
1,236
1,237
1,238
1,239
1,240
1,241
1,243
1,244
1,245
1,246
1,249
1,250
1,251
1,252
1,253
1,254
1,255
1,256
1,261
1,264
1,265
1,266
1,267
1,268
1,269
1,270
1,271
1,272
1,273
1,274
1,275
1,276
1,277
1,278
1,280
1,281
1,282
1,283
1,285
1,286
1,287
1,288
1,289
1,290
1,291
1,292
1,293
1,294
1,295
1,297
1,298
1,299
1,300
1,301
1,302
1,303
1,310
1,312
1,314
1,315
1,317
1,318
1,319
1,320
1,322
1,323
1,324
1,325
1,327
1,328
1,329
1,330
1,331
1,332
1,333
1,335
1,336
1,337
1,338
1,339
1,340
1,341
1,342
1,343
1,344
1,345
1,346
1,347
1,350
1,351
1,352
1,353
1,354
1,355
1,356
1,357
1,358
1,359
1,360
1,361
1,362
1,363
1,364
1,365
1,366
1,367
1,368
1,369
1,370
1,371
1,372
1,373
1,374
1,375
1,376
1,377
1,378
1,379
1,380
1,381
1,382
1,384
1,385
1,386
1,387
1,388
1,389
1,390
1,391
1,392
1,393
1,394
1,395
1,396
1,397
1,399
1,400
1,401
1,402
1,404
1,405
1,406
1,407
1,408
1,409
1,410
1,411
1,415
1,419
1,432
1,433
1,434
1,436
1,437
1,438
1,439
1,440
1,441
1,442
1,443
1,444
1,445
1,446
1,447
1,448
1,450
1,452
1,453
1,454
1,455
1,456
1,457
1,458
1,465
1,466
1,467
1,468
1,470
1,472
1,473
1,474
1,475
1,476
1,477
1,478
1,479
1,480
1,481
1,482
1,483
1,484
1,486
1,487
1,488
1,489
1,490
1,493
1,494
1,496
1,497
1,498
1,500
1,503
1,504
1,505
1,506
1,507
1,508
1,509
1,510
1,511
1,512
1,514
1,516
1,518
1,519
1,520
1,521
1,522
1,523
1,564
1,565
1,566
1,567
1,568
1,569
1,570
1,572
1,578
1,579
1,580
1,581
1,583
1,585
1,586
1,590
1,591
1,592
1,593
1,594
1,595
1,596
1,597
1,598
1,599
1,600
1,602
1,603
1,604
1,605
1,606
1,607
1,608
1,610
1,611
1,612
1,614
1,615
1,616
1,638
1,639
1,641
1,642
1,665
1,670
1,671
1,679
1,680
1,681
1,683
1,684
1,685
1,693
1,694
1,696
1,700
1,701
1,702
1,703
1,704
1,705
1,706
1,707
1,708
1,709
1,717
1,718
1,719
1,720
1,721
1,737
1,739
1,741
1,745
1,748
1,751
1,756
1,757
1,766
1,771
1,772
1,773
1,774
1,777
1,778
1,780
1,781
1,782
1,795
1,796
1,801
1,802
1,803
1,804
1,809
1,811
1,812
1,814
1,830
1,859
1,860
1,867
1,871
1,872
1,887
1,888
2,14
2,57
2,104
2,105
2,119
2,204
2,208
2,209
2,210
2,233
2,247
2,263
2,296
2,334
2,348
2,349
2,421
2,429
2,430
2,435
2,449
2,451
2,491
2,492
2,495
2,571
2,601
2,609
2,613
2,620
2,643
2,644
2,645
2,658
2,664
2,677
2,682
2,691
2,698
2,738
2,740
2,779
2,788
2,792
2,799
2,800
2,815
2,832
2,862
2,882
2,883
2,1073
2,1081
2,1082
2,1163
2,1167
2,1169
2,1199
2,1209
3,129
3,870
3,1011
3,1012
3,1045
4,461
4,462
4,463
4,464
5,242
5,775
5,776
6,957
6,959
6,1219
7,627
7,1211
8,668
8,669
9,675
9,676
10,666
10,794
11,62
11,64
